;L, μμ;hn58,naco3-11,53, 800 .csv;Result;fail;Predict
0;3,533333333;14,02;7,116836121;47,65367153;6,732767322
1;4,416666667;14,08;7,140182986;48,16106019;6,758491468
2;5,3;13,99;7,163529851;46,6006947;6,784215614
3;6,183333333;13,87;7,186876715;44,66413684;6,80993976
4;7,066666667;13,82;7,21022358;43,68914433;6,835663905
5;7,95;13,98;7,233570444;45,51431175;6,861388051
6;8,833333333;13,99;7,256917309;45,33440253;6,887112197
7;9,716666667;14,27;7,280264173;48,85640693;6,912836343
8;10,6;14,57;7,303611038;52,80040855;6,938560489
9;11,48333333;14,6;7,326957903;52,89714135;6,964284634
10;12,36666667;14,54;7,350304767;51,69171754;6,99000878
11;13,25;14,73;7,373651632;54,11586132;7,015732926
12;14,13333333;14,81;7,396998496;54,9525913;7,041457072
13;15,01666667;14,91;7,420345361;56,09492661;7,067181218
14;15,9;15,17;7,443692225;59,69583183;7,092905363
15;16,78333333;15,4;7,46703909;62,9318688;7,118629509
16;17,66666667;15,72;7,490385954;67,72654734;7,144353655
17;18,55;15,61;7,513732819;65,54954227;7,170077801
18;19,43333333;15,61;7,537079684;65,17204243;7,195801947
19;20,31666667;15,69;7,560426548;66,08996451;7,221526092
20;21,2;15,77;7,583773413;67,01430574;7,247250238
21;22,08333333;15,62;7,607120277;64,20624145;7,272974384
22;22,96666667;15,64;7,630467142;64,15261661;7,29869853
23;23,85;15,62;7,653814006;63,46011928;7,324422676
24;24,73333333;15,65;7,677160871;63,56616378;7,350146821
25;25,61666667;15,67;7,700507736;63,51280695;7,375870967
26;26,5;15,68;7,7238546;63,30024962;7,401595113
27;27,38333333;15,91;7,747201465;66,63127993;7,427319259
28;28,26666667;16,07;7,770548329;68,88089804;7,453043404
29;29,15;16,18;7,793895194;70,32675382;7,47876755
30;30,03333333;16,11;7,817242058;68,76983428;7,504491696
31;30,91666667;16,09;7,840588923;68,05278312;7,530215842
32;31,8;16,04;7,863935787;66,84802601;7,555939988
33;32,68333333;16,09;7,887282652;67,28457189;7,581664133
34;33,56666667;15,72;7,910629517;60,98626735;7,607388279
35;34,45;15,73;7,933976381;60,77798427;7,633112425
36;35,33333333;15,74;7,957323246;60,57005746;7,658836571
37;36,21666667;15,72;7,98067011;59,89722714;7,684560717
38;37,1;15,53;8,004016975;56,64042049;7,710284862
39;37,98333333;15,54;8,027363839;56,43970208;7,736009008
40;38,86666667;15,42;8,050710704;54,30642473;7,761733154
41;39,75;15,51;8,074057569;55,29323984;7,7874573
42;40,63333333;15,5;8,097404433;54,79842113;7,813181446
43;41,51666667;15,51;8,120751298;54,60099638;7,838905591
44;42,4;15,68;8,144098162;56,78981651;7,864629737
45;43,28333333;15,73;8,167445027;57,19223772;7,890353883
46;44,16666667;15,72;8,190791891;56,68897474;7,916078029
47;45,05;15,56;8,214138756;53,96167742;7,941802174
48;45,93333333;15,55;8,237485621;53,47286655;7,96752632
49;46,81666667;15,61;8,260832485;54,01026316;7,993250466
50;47,7;15,61;8,28417935;53,6676482;8,018974612
51;48,58333333;15,57;8,307526214;52,74352549;8,044698758
52;49,46666667;15,65;8,330873079;53,56961889;8,070422903
53;50,35;15,56;8,354219943;51,92326623;8,096147049
54;51,23333333;15,54;8,377566808;51,30044923;8,121871195
55;52,11666667;15,53;8,400913672;50,82387187;8,147595341
56;53;15,49;8,424260537;49,92467416;8,173319487
57;53,88333333;15,34;8,447607402;47,50507573;8,199043632
58;54,76666667;15,38;8,470954266;47,73491295;8,224767778
59;55,65;15,38;8,494301131;47,41284892;8,250491924
60;56,53333333;15,59;8,517647995;50,01816288;8,27621607
61;57,41666667;15,56;8,54099486;49,26643316;8,301940216
62;58,3;15,66;8,564341724;50,34836636;8,327664361
63;59,18333333;15,78;8,587688589;51,72934343;8,353388507
64;60,06666667;15,73;8,611035454;50,67965621;8,379112653
65;60,95;15,52;8,634382318;47,41173086;8,404836799
66;61,83333333;15,58;8,657729183;47,91783327;8,430560945
67;62,71666667;15,58;8,681076047;47,59515171;8,45628509
68;63,6;15,5;8,704422912;46,17986796;8,482009236
69;64,48333333;15,57;8,727769776;46,81611443;8,507733382
70;65,36666667;15,57;8,751116641;46,49717027;8,533457528
71;66,25;15,37;8,774463505;43,50110165;8,559181673
72;67,13333333;15,16;8,79781037;40,47745689;8,584905819
73;68,01666667;14,96;8,821157235;37,6853905;8,610629965
74;68,9;14,73;8,844504099;34,639062;8,636354111
75;69,78333333;14,49;8,867850964;31,60855979;8,662078257
76;70,66666667;14,45;8,891197828;30,90028158;8,687802402
77;71,55;14,43;8,914544693;30,42024725;8,713526548
78;72,43333333;14,25;8,937891557;28,21849611;8,739250694
79;73,31666667;13,89;8,961238422;24,29269069;8,76497484
80;74,2;14,03;8,984585287;25,45620963;8,790698986
81;75,08333333;14,21;9,007932151;27,0615099;8,816423131
82;75,96666667;14,2;9,031279016;26,71567661;8,842147277
83;76,85;14,31;9,05462588;27,61895714;8,867871423
84;77,73333333;14,45;9,077972745;28,85867683;8,893595569
85;78,61666667;14,29;9,101319609;26,9224042;8,919319715
86;79,5;14,05;9,124666474;24,25891034;8,94504386
87;80,38333333;14,06;9,148013338;24,12761296;8,970768006
88;81,26666667;14,24;9,171360203;25,69110939;8,996492152
89;82,15;14,27;9,194707068;25,75859835;9,022216298
90;83,03333333;14,2;9,218053932;24,81978662;9,047940444
91;83,91666667;14,27;9,241400797;25,28680995;9,073664589
92;84,8;14,22;9,264747661;24,55452574;9,099388735
93;85,68333333;13,98;9,288094526;22,01397698;9,125112881
94;86,56666667;14,12;9,31144139;23,1222359;9,150837027
95;87,45;14,13;9,334788255;22,99405568;9,176561172
96;88,33333333;14,15;9,35813512;22,96196903;9,202285318
97;89,21666667;14,13;9,381481984;22,54842335;9,228009464
98;90,1;14,18;9,404828849;22,80225952;9,25373361
99;90,98333333;14,1;9,428175713;21,82594217;9,279457756
100;91,86666667;14,21;9,451522578;22,64310738;9,305181901
101;92,75;14,07;9,474869442;21,11522484;9,330906047
102;93,63333333;14,24;9,498216307;22,48451259;9,356630193
103;94,51666667;14,27;9,521563171;22,54765231;9,382354339
104;95,4;14,31;9,544910036;22,70608236;9,408078485
105;96,28333333;14,3;9,568256901;22,38939276;9,43380263
106;97,16666667;14,32;9,591603765;22,35773095;9,459526776
107;98,05;14,19;9,61495063;20,93107674;9,485250922
108;98,93333333;14,13;9,638297494;20,1753914;9,510975068
109;99,81666667;14,14;9,661644359;20,05566925;9,536699214
110;100,7;14,13;9,684991223;19,75810302;9,562423359
111;101,5833333;14,19;9,708338088;20,08529349;9,588147505
112;102,4666667;14,4;9,731684953;21,79316538;9,613871651
113;103,35;14,59;9,755031817;23,37691733;9,639595797
114;104,2333333;14,4;9,778378682;21,35938361;9,665319942
115;105,1166667;14,49;9,801725546;21,97991735;9,691044088
116;106;14,52;9,825072411;22,04234507;9,716768234
117;106,8833333;14,42;9,848419275;20,89935032;9,74249238
118;107,7666667;14,42;9,87176614;20,68643125;9,768216526
119;108,65;14,51;9,895113005;21,29718198;9,793940671
120;109,5333333;14,48;9,918459869;20,80764837;9,819664817
121;110,4166667;14,62;9,941806734;21,88549224;9,845388963
122;111,3;14,57;9,965153598;21,20461038;9,871113109
123;112,1833333;14,54;9,988500463;20,71614804;9,896837255
124;113,0666667;14,66;10,01184733;21,60532327;9,9225614
125;113,95;14,63;10,03519419;21,11224041;9,948285546
126;114,8333333;14,57;10,05854106;20,3532618;9,974009692
127;115,7166667;14,68;10,08188792;21,14263469;9,999733838
128;116,6;14,67;10,10523479;20,83708146;10,02545798
129;117,4833333;14,72;10,12858165;21,08112246;10,05118213
130;118,3666667;14,83;10,15192851;21,88435282;10,07690628
131;119,25;14,7;10,17527538;20,47313289;10,10263042
132;120,1333333;14,82;10,19862224;21,35713237;10,12835457
133;121,0166667;14,8;10,22196911;20,95836684;10,15407871
134;121,9;14,84;10,24531597;21,11112131;10,17980286
135;122,7833333;14,78;10,26866284;20,35216299;10,205527
136;123,6666667;14,83;10,2920097;20,59335594;10,23125115
137;124,55;14,72;10,31535657;19,40088377;10,2569753
138;125,4333333;14,77;10,33870343;19,63638928;10,28269944
139;126,3166667;14,63;10,3620503;18,21539468;10,30842359
140;127,2;14,71;10,38539716;18,70218972;10,33414773
141;128,0833333;14,76;10,40874402;18,93342856;10,35987188
142;128,9666667;14,67;10,43209089;17,95987363;10,38559602
143;129,85;14,67;10,45543775;17,76253493;10,41132017
144;130,7333333;14,68;10,47878462;17,65021068;10,43704432
145;131,6166667;14,65;10,50213148;17,20481323;10,46276846
146;132,5;14,73;10,52547835;17,67800232;10,48849261
147;133,3833333;14,8;10,54882521;18,07248708;10,51421675
148;134,2666667;14,84;10,57217208;18,21435518;10,5399409
149;135,15;14,95;10,59551894;18,96150529;10,56566505
150;136,0333333;14,81;10,61886581;17,56560583;10,59138919
151;136,9166667;14,71;10,64221267;16,54689376;10,61711334
152;137,8;14,6;10,66555954;15,47982177;10,64283748
153;138,6833333;14,6;10,6889064;15,29665315;10,66856163
154;139,5666667;14,54;10,71225326;14,65164507;10,69428577
155;140,45;14,59;10,73560013;14,85639837;10,72000992
156;141,3333333;14,7;10,75894699;15,5318988;10,74573407
157;142,2166667;14,97;10,78229386;17,53688273;10,77145821
158;143,1;14,93;10,80564072;17,01033945;10,79718236
159;143,9833333;14,9;10,82898759;16,57314207;10,8229065
160;144,8666667;14,82;10,85233445;15,7423699;10,84863065
161;145,75;14,59;10,87568132;13,79616329;10,87435479
162;146,6333333;14,09;10,89902818;10,18230115;10,90007894
163;159,8833333;14,21;11,24923115;8,766152188;11,28594113
164;160,7666667;14,4;11,27257801;9,78076828;11,31166527
165;161,65;14,64;11,29592488;11,18283842;11,33738942
166;162,5333333;15;11,31927174;13,5477605;11,36311356
167;163,4166667;15,35;11,34261861;16,05910563;11,38883771
168;164,3;15,22;11,36596547;14,85358214;11,41456186
169;165,1833333;15,04;11,38931234;13,32752042;11,440286
170;166,0666667;14,8;11,4126592;11,47407769;11,46601015
171;166,95;14,64;11,43600607;10,26557713;11,49173429
172;167,8333333;14,7;11,45935293;10,50179343;11,51745844
173;168,7166667;14,7;11,48269979;10,35102061;11,54318259
174;169,6;14,78;11,50604666;10,71877048;11,56890673
175;170,4833333;14,88;11,52939352;11,22656376;11,59463088
176;171,3666667;14,83;11,55274039;10,74043056;11,62035502
177;172,25;14,81;11,57608725;10,45819165;11,64607917
178;173,1333333;14,85;11,59943412;10,56617856;11,67180331
179;174,0166667;14,86;11,62278098;10,47958697;11,69752746
180;174,9;14,82;11,64612785;10,07346445;11,72325161
181;175,7833333;14,89;11,66947471;10,37178313;11,74897575
182;176,6666667;14,86;11,69282158;10,03101917;11,7746999
183;177,55;14,83;11,71616844;9,695946981;11,80042404
184;178,4333333;14,77;11,73951531;9,183837487;11,82614819
185;179,3166667;14,84;11,76286217;9,468777227;11,85187233
186;180,2;14,86;11,78620903;9,448190902;11,87759648
187;181,0833333;14,83;11,8095559;9,123082569;11,90332063
188;181,9666667;14,79;11,83290276;8,744424067;11,92904477
189;182,85;14,95;11,85624963;9,571291365;11,95476892
190;183,7333333;14,94;11,87959649;9,366069629;11,98049306
191;184,6166667;14,9;11,90294336;8,982348522;12,00621721
192;185,5;14,96;11,92629022;9,20339502;12,03194136
193;186,3833333;14,95;11,94963709;9,002177615;12,0576655
194;187,2666667;14,69;11,97298395;7,382176212;12,08338965
195;188,15;14,63;11,99633082;6,936213375;12,10911379
196;189,0333333;14,64;12,01967768;6,866089062;12,13483794
197;189,9166667;14,47;12,04302454;5,890209862;12,16056208
198;190,8;14,44;12,06637141;5,634112688;12,18628623
199;191,6833333;14,6;12,08971827;6,301514347;12,21201038
200;192,5666667;14,63;12,11306514;6,334961099;12,23773452
201;193,45;14,69;12,136412;6,52081166;12,26345867
202;194,3333333;14,72;12,15975887;6,554834658;12,28918281
203;195,2166667;14,77;12,18310573;6,692021955;12,31490696
204;196,1;14,6;12,2064526;5,729069174;12,3406311
205;196,9833333;14,59;12,22979946;5,570546585;12,36635525
206;197,8666667;14,42;12,25314633;4,695254847;12,3920794
207;198,75;14,57;12,27649319;5,260173488;12,41780354
208;199,6333333;14,61;12,29984005;5,336838974;12,44352769
209;200,5166667;14,78;12,32318692;6,035930514;12,46925183
210;201,4;14,83;12,34653378;6,167604448;12,49497598
211;202,2833333;14,84;12,36988065;6,101489612;12,52070013
212;203,1666667;14,73;12,39322751;5,460505657;12,54642427
213;204,05;14,62;12,41657438;4,855084475;12,57214842
214;204,9333333;14,57;12,43992124;4,537235516;12,59787256
215;205,8166667;14,6;12,46326811;4,565623185;12,62359671
216;206,7;14,72;12,48661497;4,988008688;12,64932085
217;207,5833333;14,79;12,50996184;5,198574031;12,675045
218;208,4666667;14,94;12,5333087;5,792163013;12,70076915
219;209,35;14,84;12,55665556;5,21366181;12,72649329
220;210,2333333;14,89;12,58000243;5,336088777;12,75221744
221;211,1166667;14,77;12,60334929;4,694375282;12,77794158
222;212;14,86;12,62669616;4,987646049;12,80366573
223;212,8833333;14,92;12,65004302;5,152704677;12,82938987
224;213,7666667;15,03;12,67338989;5,553611222;12,85511402
225;214,65;14,95;12,69673675;5,077195264;12,88083817
226;215,5333333;14,96;12,72008362;5,017225404;12,90656231
227;216,4166667;14,91;12,74343048;4,69402348;12,93228646
228;217,3;14,83;12,76677735;4,256887721;12,9580106
229;218,1833333;14,85;12,79012421;4,243088269;12,98373475
230;219,0666667;14,77;12,81347107;3,828005435;13,0094589
231;219,95;14,87;12,83681794;4,133829291;13,03518304
232;220,8333333;14,82;12,8601648;3,840953995;13,06090719
233;221,7166667;14,85;12,88351167;3,867076357;13,08663133
234;222,6;14,89;12,90685853;3,932850077;13,11235548
235;223,4833333;14,95;12,9302054;4,079570235;13,13807962
236;224,3666667;14,99;12,95355226;4,147119388;13,16380377
237;225,25;15,03;12,97689913;4,215223195;13,18952792
238;226,1333333;14,97;13,00024599;3,879930854;13,21525206
239;227,0166667;14,91;13,02359286;3,558531913;13,24097621
240;227,9;14,98;13,04693972;3,736722044;13,26670035
241;228,7833333;14,93;13,07028659;3,458533985;13,2924245
242;229,6666667;14,94;13,09363345;3,409069438;13,31814864
243;230,55;14,94;13,11698031;3,323400775;13,34387279
244;231,4333333;14,76;13,14032718;2,623340048;13,36959694
245;232,3166667;14,56;13,16367404;1,949726177;13,39532108
246;233,2;14,52;13,18702091;1,77683326;13,42104523
247;234,0833333;14,68;13,21036777;2,159818884;13,44676937
248;234,9666667;14,97;13,23371464;3,014686862;13,47249352
249;235,85;15,39;13,2570615;4,549426638;13,49821767
250;236,7333333;15,68;13,28040837;5,758040009;13,52394181
251;237,6166667;15,72;13,30375523;5,838238785;13,54966596
252;238,5;15,49;13,3271021;4,678127346;13,5753901
253;239,3833333;15,31;13,35044896;3,839840279;13,60111425
254;240,2666667;15,14;13,37379582;3,11947719;13,62683839
255;241,15;15,09;13,39714269;2,865765875;13,65256254
256;242,0333333;15,02;13,42048955;2,558433668;13,67828669
257;242,9166667;15,02;13,44383642;2,484291637;13,70401083
258;243,8;14,93;13,46718328;2,139832748;13,72973498
259;244,6833333;14,86;13,49053015;1,875447678;13,75545912
260;245,5666667;14,9;13,51387701;1,921336938;13,78118327
261;246,45;15,02;13,53722388;2,198625033;13,80690741
262;247,3333333;15,08;13,56057074;2,308665273;13,83263156
263;248,2166667;15,08;13,58391761;2,238262531;13,85835571
264;249,1;15,01;13,60726447;1,967666967;13,88407985
265;249,9833333;14,81;13,63061133;1,390957624;13,909804
266;250,8666667;14,79;13,6539582;1,290590973;13,93552814
267;251,75;14,76;13,67730506;1,172228325;13,96125229
268;252,6333333;14,8;13,70065193;1,208566183;13,98697644
269;253,5166667;14,87;13,72399879;1,313318767;14,01270058
270;254,4;14,98;13,74734566;1,519436728;14,03842473
271;255,2833333;14,9;13,77069252;1,27533538;14,06414887
272;256,1666667;14,89;13,79403939;1,201129666;14,08987302
273;257,05;14,9;13,81738625;1,172052529;14,11559716
274;257,9333333;14,93;13,84073312;1,186502345;14,14132131
275;258,8166667;15,01;13,86407998;1,313132692;14,16704546
276;259,7;15,09;13,88742684;1,446182193;14,1927696
277;260,5833333;15,05;13,91077371;1,297836541;14,21849375
278;261,4666667;15,12;13,93412057;1,406310013;14,24421789
279;262,35;15,2;13,95746744;1,543887166;14,26994204
280;263,2333333;15,12;13,9808143;1,297744052;14,29566618
281;264,1166667;15,1;14,00416117;1,200862746;14,32139033
282;265;15,14;14,02750803;1,237638378;14,34711448
283;265,8833333;15,03;14,0508549;0,958725133;14,37283862
284;266,7666667;15;14,07420176;0,857102379;14,39856277
285;267,65;15,06;14,09754863;0,926312647;14,42428691
286;268,5333333;15,2;14,12089549;1,164466542;14,45001106
287;269,4166667;15,19;14,14424236;1,093609052;14,47573521
288;270,3;15,25;14,16758922;1,171613097;14,50145935
289;271,1833333;15,22;14,19093608;1,058972543;14,5271835
290;272,0666667;15,15;14,21428295;0,8755664;14,55290764
291;272,95;15,17;14,23762981;0,869314165;14,57863179
292;273,8333333;15,22;14,26097668;0,919725732;14,60435593
293;274,7166667;15,15;14,28432354;0,749395729;14,63008008
294;275,6;15,14;14,30767041;0,692772551;14,65580423
295;276,4833333;15,24;14,33101727;0,826249601;14,68152837
296;277,3666667;15,24;14,35436414;0,784350883;14,70725252
297;278,25;15,26;14,377711;0,778433878;14,73297666
298;279,1333333;15,29;14,40105787;0,790218119;14,75870081
299;280,0166667;15,22;14,42440473;0,632971834;14,78442495
300;280,9;15,22;14,44775159;0,5963676;14,8101491
301;281,7833333;15,18;14,47109846;0,502541395;14,83587325
302;282,6666667;15,11;14,49444532;0,37890756;14,86159739
303;283,55;15,08;14,51779219;0,316077624;14,88732154
304;284,4333333;15,17;14,54113905;0,395466091;14,91304568
305;285,3166667;15,27;14,56448592;0,497750121;14,93876983
306;286,2;15,3;14,58783278;0,507182147;14,96449398
307;287,0833333;15,31;14,61117965;0,488349887;14,99021812
308;287,9666667;15,36;14,63452651;0,526311783;15,01594227
309;288,85;15,39;14,65787338;0,536009394;15,04166641
310;289,7333333;15,32;14,68122024;0,408039582;15,06739056
311;290,6166667;15,23;14,7045671;0,276079728;15,0931147
312;291,5;15,28;14,72791397;0,304798985;15,11883885
313;292,3833333;15,38;14,75126083;0,395312939;15,144563
314;293,2666667;15,35;14,7746077;0,331076301;15,17028714
315;294,15;15,35;14,79795456;0,304754165;15,19601129
316;295,0333333;15,47;14,82130143;0,420809838;15,22173543
317;295,9166667;15,55;14,84464829;0,497521032;15,24745958
318;296,8;15,51;14,86799516;0,412170219;15,27318372
319;297,6833333;15,53;14,89134202;0,407884014;15,29890787
320;298,5666667;15,49;14,91468889;0,330982878;15,32463202
321;299,45;15,47;14,93803575;0,282985963;15,35035616
322;300,3333333;15,49;14,96138261;0,27943634;15,37608031
323;301,2166667;15,46;14,98472948;0,225882068;15,40180445
324;302,1;15,42;15,00807634;0,169681098;15,4275286
325;302,9833333;15,44;15,03142321;0,166934995;15,45325275
326;303,8666667;15,4;15,05477007;0,119183702;15,47897689
327;304,75;15,26;15,07811694;0,033081448;15,50470104
328;305,6333333;15,42;15,1014638;0,101465309;15,53042518
329;306,5166667;15,16;15,12481067;0,001238289;15,55614933
330;307,4;15,07;15,14815753;0,0061086;15,58187347
331;308,2833333;15,38;15,1715044;0,043470417;15,60759762
332;309,1666667;15,74;15,19485126;0,297187148;15,63332177
333;310,05;15,86;15,21819812;0,411909647;15,65904591
334;310,9333333;16,25;15,24154499;1,016981508;15,68477006
335;311,8166667;16,39;15,26489185;1,26586834;15,7104942
336;312,7;16,15;15,28823872;0,742632506;15,73621835
337;313,5833333;15,87;15,31158558;0,311826661;15,76194249
338;314,4666667;15,65;15,33493245;0,099267562;15,78766664
339;315,35;15,62;15,35827931;0,068497718;15,81339079
340;316,2333333;15,6;15,38162618;0,047687127;15,83911493
341;317,1166667;15,55;15,40497304;0,021032819;15,86483908
342;318;15,55;15,42831991;0,014806045;15,89056322
343;318,8833333;15,53;15,45166677;0,006136095;15,91628737
344;319,7666667;15,49;15,47501364;0,000224591;15,94201152
345;320,65;15,39;15,4983605;0,011741998;15,96773566
346;321,5333333;15,34;15,52170736;0,033017566;15,99345981
347;322,4166667;15,36;15,54505423;0,034245068;16,01918395
348;323,3;15,33;15,56840109;0,056835081;16,0449081
349;324,1833333;15,37;15,59174796;0,049172157;16,07063224
350;325,0666667;15,35;15,61509482;0,070275265;16,09635639
351;325,95;15,2;15,63844169;0,192231113;16,12208054
352;326,8333333;15,18;15,66178855;0,232120209;16,14780468
353;327,7166667;15,18;15,68513542;0,255161789;16,17352883
354;328,6;15,25;15,70848228;0,210206002;16,19925297
355;329,4833333;15,32;15,73182915;0,169603245;16,22497712
356;330,3666667;15,48;15,75517601;0,075721836;16,25070127
357;331,25;15,39;15,77852287;0,150950024;16,27642541
358;332,1333333;15,47;15,80186974;0,110137524;16,30214956
359;333,0166667;15,28;15,8252166;0,297261145;16,3278737
360;333,9;15,26;15,84856347;0,346406956;16,35359785
361;334,7833333;15,28;15,87191033;0,350357842;16,37932199
362;335,6666667;15,43;15,8952572;0,21646426;16,40504614
363;336,55;15,28;15,91860406;0,407815148;16,43077029
364;337,4333333;15,32;15,94195093;0,386822955;16,45649443
365;338,3166667;15,31;15,96529779;0,429415195;16,48221858
366;339,2;15,28;15,98864466;0,502177248;16,50794272
367;340,0833333;15,19;16,01199152;0,675670059;16,53366687
368;340,9666667;15,31;16,03533838;0,526115772;16,55939101
369;341,85;15,31;16,05868525;0,560529602;16,58511516
370;342,7333333;15,33;16,08203211;0,5655523;16,61083931
371;343,6166667;15,41;16,10537898;0,483551924;16,63656345
372;344,5;15,38;16,12872584;0,560590388;16,6622876
373;345,3833333;15,21;16,15207271;0,887500986;16,68801174
374;346,2666667;15,21;16,17541957;0,93203495;16,71373589
375;347,15;15,16;16,19876644;1,07903571;16,73946004
376;348,0333333;15,12;16,2221133;1,214653729;16,76518418
377;348,9166667;15,16;16,24546017;1,178223771;16,79090833
378;349,8;15,32;16,26880703;0,900234781;16,81663247
379;350,6833333;15,36;16,29215389;0,868910884;16,84235662
380;351,5666667;15,48;16,31550076;0,698061519;16,86808076
381;352,45;15,37;16,33884762;0,938665719;16,89380491
382;353,3333333;15,35;16,36219449;1,024537683;16,91952906
383;354,2166667;15,25;16,38554135;1,289454165;16,9452532
384;355,1;15,2;16,40888822;1,461410723;16,97097735
385;355,9833333;15,17;16,43223508;1,593237403;16,99670149
386;356,8666667;15,22;16,45558195;1,526662747;17,02242564
387;357,75;15,24;16,47892881;1,5349446;17,04814978
388;358,6333333;15,38;16,50227568;1,259502693;17,07387393
389;359,5166667;15,59;16,52562254;0,875389538;17,09959808
390;360,4;15,6;16,54896941;0,900542932;17,12532222
391;361,2833333;15,59;16,57231627;0,964945254;17,15104637
392;362,1666667;15,53;16,59566313;1,135637916;17,17677051
393;363,05;15,45;16,61901;1,366584377;17,20249466
394;363,9333333;15,32;16,64235686;1,748627674;17,22821881
395;364,8166667;15,27;16,66570373;1,947988896;17,25394295
396;365,7;15,21;16,68905059;2,187590655;17,2796671
397;366,5833333;15,26;16,71239746;2,109458373;17,30539124
398;367,4666667;15,33;16,73574432;1,976117098;17,33111539
399;368,35;15,31;16,75909119;2,099865266;17,35683953
400;369,2333333;15,3;16,78243805;2,197622574;17,38256368
401;370,1166667;15,35;16,80578492;2,11930972;17,40828783
402;371;15,4;16,82913178;2,042417644;17,43401197
403;371,8833333;15,46;16,85247864;1,938996775;17,45973612
404;372,7666667;15,53;16,87582551;1,811246301;17,48546026
405;373,65;15,61;16,89917237;1,661965409;17,51118441
406;374,5333333;15,73;16,92251924;1,422102133;17,53690855
407;375,4166667;15,86;16,9458661;1,179105193;17,5626327
408;376,3;15,82;16,96921297;1,320690444;17,58835685
409;377,1833333;15,79;16,99255983;1,446150149;17,61408099
